ags,ort,plz,landkreis,bundesland
07134004,Asbach,55758,Landkreis Birkenfeld,Rheinland-Pfalz
09779115,Asbach-Bäumenheim,86663,Landkreis Donau-Ries,Bayern
16061002,Asbach-Sickenberg,37318,Landkreis Eichsfeld,Thüringen
09278116,Ascha,94347,Landkreis Straubing-Bogen,Bayern
09661000,Aschaffenburg,63739,,Bayern
09661000,Aschaffenburg,63741,,Bayern
09661000,Aschaffenburg,63743,,Bayern
09183113,Aschau am Inn,84544,Landkreis Mühldorf am Inn,Bayern
09187114,Aschau im Chiemgau,83229,Landkreis Rosenheim,Bayern
07336005,Aschbach,67753,Landkreis Kusel,Rheinland-Pfalz
05558004,Ascheberg,59387,Kreis Coesfeld,Nordrhein-Westfalen
01057001,Ascheberg,24326,Kreis Plön,Schleswig-Holstein
01058008,Ascheffel,24358,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
15089015,Aschersleben,06449,Salzlandkreis,Sachsen-Anhalt
09184112,Aschheim,85609,Landkreis München,Bayern
03353002,Asendorf,21271,Landkreis Harburg,Niedersachsen
03251002,Asendorf,27330,Landkreis Diepholz,Niedersachsen
08119087,Aspach,71546,Rems-Murr-Kreis,Baden-Württemberg
08118003,Asperg,71679,Landkreis Ludwigsburg,Baden-Württemberg
07339002,Aspisheim,55459,Landkreis Mainz-Bingen,Rheinland-Pfalz
08128006,Assamstadt,97959,Main-Tauber-Kreis,Baden-Württemberg
08425011,Asselfingen,89176,Alb-Donau-Kreis,Baden-Württemberg
06532001,Aßlar,35614,Lahn-Dill-Kreis,Hessen
09175112,Aßling,85617,Landkreis Ebersberg,Bayern
07143204,Astert,57627,Westerwaldkreis,Rheinland-Pfalz
05966004,Attendorn,57439,Kreis Olpe,Nordrhein-Westfalen
07141003,Attenhausen,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz
09273115,Attenhofen,84091,Landkreis Kelheim,Bayern
09178115,Attenkirchen,85395,Landkreis Freising,Bayern
08426011,Attenweiler,88448,Landkreis Biberach,Baden-Württemberg
09278117,Atting,94348,Landkreis Straubing-Bogen,Bayern
07143205,Atzelgift,57629,Westerwaldkreis,Rheinland-Pfalz
08315003,Au,79280,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
08216002,Au am Rhein,76474,Landkreis Rastatt,Baden-Württemberg
09679114,Aub,97239,Landkreis Würzburg,Bayern
09673113,Aubstadt,97633,Landkreis Rhön-Grabfeld,Bayern
07135005,Auderath,56766,Landkreis Cochem-Zell,Rheinland-Pfalz
14521035,Aue-Bad Schlema,08280,Erzgebirgskreis,Sachsen
14521035,Aue-Bad Schlema,08301,Erzgebirgskreis,Sachsen
07141004,Auel,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz
07133005,Auen,55569,Landkreis Bad Kreuznach,Rheinland-Pfalz
16069058,Auengrund,98673,Landkreis Hildburghausen,Thüringen
08119006,Auenwald,71549,Rems-Murr-Kreis,Baden-Württemberg
14521040,Auerbach,09392,Erzgebirgskreis,Sachsen
09271113,Auerbach,94530,Landkreis Deggendorf,Bayern
09371113,Auerbach in der Oberpfalz,91275,Landkreis Amberg-Sulzbach,Bayern
14523020,Auerbach/Vogtland,08209,Vogtlandkreis,Sachsen
03257003,Auetal,31749,Landkreis Schaumburg,Niedersachsen
09375115,Aufhausen,93089,Landkreis Regensburg,Bayern
09472115,Aufseß,91347,Landkreis Bayreuth,Bayern
08315004,Auggen,79424,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
09761000,Augsburg,86150,,Bayern
09761000,Augsburg,86152,,Bayern
09761000,Augsburg,86153,,Bayern
09761000,Augsburg,86154,,Bayern
09761000,Augsburg,86156,,Bayern
09761000,Augsburg,86157,,Bayern
09761000,Augsburg,86159,,Bayern
09761000,Augsburg,86161,,Bayern
09761000,Augsburg,86163,,Bayern
09761000,Augsburg,86165,,Bayern
09761000,Augsburg,86167,,Bayern
09761000,Augsburg,86169,,Bayern
09761000,Augsburg,86179,,Bayern
09761000,Augsburg,86199,,Bayern
05766004,Augustdorf,32832,Kreis Lippe,Nordrhein-Westfalen
14522020,Augustusburg,09573,Landkreis Mittelsachsen,Sachsen
03257004,Auhagen,31553,Landkreis Schaumburg,Niedersachsen
09779117,Auhausen,86736,Landkreis Donau-Ries,Bayern
09178116,Au in der Hallertau,84072,Landkreis Freising,Bayern
01058009,Aukrug,24613,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
08436008,Aulendorf,88326,Landkreis Ravensburg,Baden-Württemberg
07141005,Aull,65582,Rhein-Lahn-Kreis,Rheinland-Pfalz
16076092,Auma-Weidatal,07955,Landkreis Greiz,Thüringen
01053003,Aumühle,21521,Kreis Herzogtum Lauenburg,Schleswig-Holstein
09672111,Aura a.d.Saale,97717,Landkreis Bad Kissingen,Bayern
09571114,Aurach,91589,Landkreis Ansbach,Bayern
09572114,Aurachtal,91086,Landkreis Erlangen-Höchstadt,Bayern
09677116,Aura im Sinngrund,97773,Landkreis Main-Spessart,Bayern
03452001,Aurich,26603,Landkreis Aurich,Niedersachsen
03452001,Aurich,26605,Landkreis Aurich,Niedersachsen
03452001,Aurich,26607,Landkreis Aurich,Niedersachsen
01059103,Ausacker,24975,Kreis Schleswig-Flensburg,Schleswig-Holstein
15083035,Ausleben,39393,Landkreis Börde,Sachsen-Anhalt
09271114,Außernzell,94532,Landkreis Deggendorf,Bayern
01061005,Auufer,25548,Kreis Steinburg,Schleswig-Holstein
07232006,Auw an der Kyll,54664,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07232202,Auw bei Prüm,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
01054009,Aventoft,25927,Kreis Nordfriesland,Schleswig-Holstein
01051003,Averlak,25715,Kreis Dithmarschen,Schleswig-Holstein
03356001,Axstedt,27729,Landkreis Osterholz,Niedersachsen
09184137,Aying,85653,Landkreis München,Bayern
07235002,Ayl,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz
09772117,Aystetten,86482,Landkreis Augsburg,Bayern
13073006,Baabe,18586,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
09771176,Baar,86674,Landkreis Aichach-Friedberg,Bayern
07137007,Baar,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz
09186113,Baar-Ebenhausen,85107,Landkreis Pfaffenhofen an der Ilm,Bayern
06432002,Babenhausen,64832,Landkreis Darmstadt-Dieburg,Hessen
09778115,Babenhausen,87727,Landkreis Unterallgäu,Bayern
09187116,Babensham,83547,Landkreis Rosenheim,Bayern
09375116,Bach an der Donau,93090,Landkreis Regensburg,Bayern
07339003,Bacharach,55422,Landkreis Mainz-Bingen,Rheinland-Pfalz
07132004,Bachenberg,57610,Landkreis Altenkirchen,Rheinland-Pfalz
09773112,Bachhagel,89429,Landkreis Dillingen an der Donau,Bayern
09773113,Bächingen a.d.Brenz,89431,Landkreis Dillingen an der Donau,Bayern
08119008,Backnang,71522,Rems-Murr-Kreis,Baden-Württemberg
09273116,Bad Abbach,93077,Landkreis Kelheim,Bayern
09187117,Bad Aibling,83043,Landkreis Rosenheim,Bayern
09479111,Bad Alexandersbad,95680,Landkreis Wunsiedel im Fichtelgebirge,Bayern
06635002,Bad Arolsen,34454,Landkreis Waldeck-Frankenberg,Hessen
09180113,Bad Bayersoien,82435,Landkreis Garmisch-Partenkirchen,Bayern
08336006,Bad Bellingen,79415,Landkreis Lörrach,Baden-Württemberg
12069020,Bad Belzig,14806,Landkreis Potsdam-Mittelmark,Brandenburg
03456001,Bad Bentheim,48455,Landkreis Grafschaft Bentheim,Niedersachsen
03459007,Badbergen,49635,Landkreis Osnabrück,Niedersachsen
07337005,Bad Bergzabern,76887,Landkreis Südliche Weinstraße,Rheinland-Pfalz
16071003,Bad Berka,99438,Landkreis Weimarer Land,Thüringen
05970004,Bad Berleburg,57319,Kreis Siegen-Wittgenstein,Nordrhein-Westfalen
09472116,Bad Berneck im Fichtelgebirge,95460,Landkreis Bayreuth,Bayern
07135501,Bad Bertrich,56864,Landkreis Cochem-Zell,Rheinland-Pfalz
03360002,Bad Bevensen,29549,Landkreis Uelzen,Niedersachsen
15084015,Bad Bibra,06647,Burgenlandkreis,Sachsen-Anhalt
09277113,Bad Birnbach,84364,Landkreis Rottal-Inn,Bayern
16073005,Bad Blankenburg,07422,Landkreis Saalfeld-Rudolstadt,Thüringen
09672112,Bad Bocklet,97708,Landkreis Bad Kissingen,Bayern
03360005,Bad Bodenteich,29389,Landkreis Uelzen,Niedersachsen
08117012,Bad Boll,73087,Landkreis Göppingen,Baden-Württemberg
14523030,Bad Brambach,08648,Vogtlandkreis,Sachsen
01060004,Bad Bramstedt,24576,Kreis Segeberg,Schleswig-Holstein
07131006,Bad Breisig,53498,Landkreis Ahrweiler,Rheinland-Pfalz
09672113,Bad Brückenau,97769,Landkreis Bad Kissingen,Bayern
08426013,Bad Buchau,88422,Landkreis Biberach,Baden-Württemberg
06533003,Bad Camberg,65520,Landkreis Limburg-Weilburg,Hessen
03158002,Baddeckenstedt,38271,Landkreis Wolfenbüttel,Niedersachsen
08117006,Bad Ditzenbach,73312,Landkreis Göppingen,Baden-Württemberg
08117006,Bad Ditzenbach,73342,Landkreis Göppingen,Baden-Württemberg
08117006,Bad Ditzenbach,73345,Landkreis Göppingen,Baden-Württemberg
13072006,Bad Doberan,18209,Landkreis Rostock,Mecklenburg-Vorpommern
05762004,Bad Driburg,33014,Kreis Höxter,Nordrhein-Westfalen
14730020,Bad Düben,04849,Landkreis Nordsachsen,Sachsen
07332002,Bad Dürkheim,67098,Landkreis Bad Dürkheim,Rheinland-Pfalz
15088020,Bad Dürrenberg,06231,Saalekreis,Sachsen-Anhalt
08326003,Bad Dürrheim,78073,Schwarzwald-Baar-Kreis,Baden-Württemberg
03257005,Bad Eilsen,31707,Landkreis Schaumburg,Niedersachsen
14523040,Bad Elster,08645,Vogtlandkreis,Sachsen
07232007,Badem,54657,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07141006,Bad Ems,56130,Rhein-Lahn-Kreis,Rheinland-Pfalz
06633006,Bad Emstal,34308,Landkreis Kassel,Hessen
08211000,Baden-Baden,76530,,Baden-Württemberg
08211000,Baden-Baden,76532,,Baden-Württemberg
08211000,Baden-Baden,76534,,Baden-Württemberg
06534003,Bad Endbach,35080,Landkreis Marburg-Biedenkopf,Hessen
01062003,Badendorf,23619,Kreis Stormarn,Schleswig-Holstein
09187128,Bad Endorf,83093,Landkreis Rosenheim,Bayern
07140005,Badenhard,56291,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
07339004,Badenheim,55576,Landkreis Mainz-Bingen,Rheinland-Pfalz
08315007,Badenweiler,79410,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
03459003,Bad Essen,49152,Landkreis Osnabrück,Niedersachsen
03358008,Bad Fallingbostel,29683,Landkreis Heidekreis,Niedersachsen
09187129,Bad Feilnbach,83075,Landkreis Rosenheim,Bayern
16065003,Bad Frankenhausen/Kyffhäuser,06567,Kyffhäuserkreis,Thüringen
12064044,Bad Freienwalde (Oder),16259,Landkreis Märkisch-Oderland,Brandenburg
08125005,Bad Friedrichshall,74177,Landkreis Heilbronn,Baden-Württemberg
09275116,Bad Füssing,94072,Landkreis Passau,Bayern
03155001,Bad Gandersheim,37581,Landkreis Northeim,Niedersachsen
14628020,Bad Gottleuba-Berggießhübel,01816,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
09275124,Bad Griesbach i.Rottal,94086,Landkreis Passau,Bayern
09778144,Bad Grönenbach,87730,Landkreis Unterallgäu,Bayern
03159002,Bad Grund,37539,Landkreis Göttingen,Niedersachsen
03153002,Bad Harzburg,38667,Landkreis Goslar,Niedersachsen
09173111,Bad Heilbrunn,83670,Landkreis Bad Tölz-Wolfratshausen,Bayern
08235033,Bad Herrenalb,76332,Landkreis Calw,Baden-Württemberg
06632002,Bad Hersfeld,36251,Landkreis Hersfeld-Rotenburg,Hessen
09780123,Bad Hindelang,87541,Landkreis Oberallgäu,Bayern
06434001,Bad Homburg vor der Höhe,61348,Hochtaunuskreis,Hessen
06434001,Bad Homburg vor der Höhe,61350,Hochtaunuskreis,Hessen
06434001,Bad Homburg vor der Höhe,61352,Hochtaunuskreis,Hessen
05382008,Bad Honnef,53604,Rhein-Sieg-Kreis,Nordrhein-Westfalen
07138004,Bad Hönningen,53547,Landkreis Neuwied,Rheinland-Pfalz
07138004,Bad Hönningen,53557,Landkreis Neuwied,Rheinland-Pfalz
03459004,Bad Iburg,49186,Landkreis Osnabrück,Niedersachsen
06633002,Bad Karlshafen,34385,Landkreis Kassel,Hessen
09672114,Bad Kissingen,97688,Landkreis Bad Kissingen,Bayern
13074002,Bad Kleinen,23996,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
16074003,Bad Klosterlausnitz,07639,Saale-Holzland-Kreis,Thüringen
09180112,Bad Kohlgrub,82433,Landkreis Garmisch-Partenkirchen,Bayern
06437001,Bad König,64732,Odenwaldkreis,Hessen
09673141,Bad Königshofen im Grabfeld,97631,Landkreis Rhön-Grabfeld,Bayern
16076003,Bad Köstritz,07586,Landkreis Greiz,Thüringen
09372137,Bad Kötzting,93444,Landkreis Cham,Bayern
07133006,Bad Kreuznach,55543,Landkreis Bad Kreuznach,Rheinland-Pfalz
07133006,Bad Kreuznach,55545,Landkreis Bad Kreuznach,Rheinland-Pfalz
07133006,Bad Kreuznach,55583,Landkreis Bad Kreuznach,Rheinland-Pfalz
08315006,Bad Krozingen,79189,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
05970028,Bad Laasphe,57334,Kreis Siegen-Wittgenstein,Nordrhein-Westfalen
03459005,Bad Laer,49196,Landkreis Osnabrück,Niedersachsen
16064003,Bad Langensalza,99947,Unstrut-Hainich-Kreis,Thüringen
14729010,Bad Lausick,04651,Landkreis Leipzig,Sachsen
03159003,Bad Lauterberg,37431,Landkreis Göttingen,Niedersachsen
16063099,Bad Liebenstein,36448,Wartburgkreis,Thüringen
12062024,Bad Liebenwerda,04895,Landkreis Elbe-Elster,Brandenburg
12062024,Bad Liebenwerda,04924,Landkreis Elbe-Elster,Brandenburg
12062024,Bad Liebenwerda,04931,Landkreis Elbe-Elster,Brandenburg
08235008,Bad Liebenzell,75378,Landkreis Calw,Baden-Württemberg
05774008,Bad Lippspringe,33175,Kreis Paderborn,Nordrhein-Westfalen
16075062,Bad Lobenstein,07356,Saale-Orla-Kreis,Thüringen
07143206,Bad Marienberg (Westerwald),56470,Westerwaldkreis,Rheinland-Pfalz
08128007,Bad Mergentheim,97980,Main-Tauber-Kreis,Baden-Württemberg
03252002,Bad Münder am Deister,31848,Landkreis Hameln-Pyrmont,Niedersachsen
05366004,Bad Münstereifel,53902,Kreis Euskirchen,Nordrhein-Westfalen
14626010,Bad Muskau - Mužakow,02953,Landkreis Görlitz,Sachsen
06440002,Bad Nauheim,61231,Wetteraukreis,Hessen
03257006,Bad Nenndorf,31542,Landkreis Schaumburg,Niedersachsen
07131007,Bad Neuenahr-Ahrweiler,53474,Landkreis Ahrweiler,Rheinland-Pfalz
09673114,Bad Neustadt an der Saale,97616,Landkreis Rhön-Grabfeld,Bayern
05770004,Bad Oeynhausen,32545,Kreis Minden-Lübbecke,Nordrhein-Westfalen
05770004,Bad Oeynhausen,32547,Kreis Minden-Lübbecke,Nordrhein-Westfalen
05770004,Bad Oeynhausen,32549,Kreis Minden-Lübbecke,Nordrhein-Westfalen
01062004,Bad Oldesloe,23843,Kreis Stormarn,Schleswig-Holstein
06435001,Bad Orb,63619,Main-Kinzig-Kreis,Hessen
08317008,Bad Peterstal-Griesbach,72250,Ortenaukreis,Baden-Württemberg
08317008,Bad Peterstal-Griesbach,77740,Ortenaukreis,Baden-Württemberg
03252003,Bad Pyrmont,31812,Landkreis Hameln-Pyrmont,Niedersachsen
08125006,Bad Rappenau,74906,Landkreis Heilbronn,Baden-Württemberg
09172114,Bad Reichenhall,83435,Landkreis Berchtesgadener Land,Bayern
08237075,Bad Rippoldsau-Schapbach,77776,Landkreis Freudenstadt,Baden-Württemberg
09473158,Bad Rodach,96476,Landkreis Coburg,Bayern
03459006,Bad Rothenfelde,49214,Landkreis Osnabrück,Niedersachsen
12067024,Bad Saarow,15526,Landkreis Oder-Spree,Brandenburg
03159004,Bad Sachsa,37441,Landkreis Göttingen,Niedersachsen
08337096,Bad Säckingen,79713,Landkreis Waldshut,Baden-Württemberg
03254005,Bad Salzdetfurth,31162,Landkreis Hildesheim,Niedersachsen
06631001,Bad Salzschlirf,36364,Landkreis Fulda,Hessen
05766008,Bad Salzuflen,32105,Kreis Lippe,Nordrhein-Westfalen
05766008,Bad Salzuflen,32107,Kreis Lippe,Nordrhein-Westfalen
05766008,Bad Salzuflen,32108,Kreis Lippe,Nordrhein-Westfalen
16063003,Bad Salzungen,36433,Wartburgkreis,Thüringen
16063003,Bad Salzungen,36469,Wartburgkreis,Thüringen
05974008,Bad Sassendorf,59505,Kreis Soest,Nordrhein-Westfalen
08437100,Bad Saulgau,88348,Landkreis Sigmaringen,Baden-Württemberg
14628030,Bad Schandau,01814,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
15091020,Bad Schmiedeberg,06905,Landkreis Wittenberg,Sachsen-Anhalt
08215100,Bad Schönborn,76669,Landkreis Karlsruhe,Baden-Württemberg
08426014,Bad Schussenried,88427,Landkreis Biberach,Baden-Württemberg
06439002,Bad Schwalbach,65307,Rheingau-Taunus-Kreis,Hessen
01055004,Bad Schwartau,23611,Kreis Ostholstein,Schleswig-Holstein
01060005,Bad Segeberg,23795,Kreis Segeberg,Schleswig-Holstein
07133501,Bad Sobernheim,55566,Landkreis Bad Kreuznach,Rheinland-Pfalz
06436001,Bad Soden,65812,Main-Taunus-Kreis,Hessen
06435002,Bad Soden-Salmünster,63628,Main-Kinzig-Kreis,Hessen
06636001,Bad Sooden-Allendorf,37242,Werra-Meißner-Kreis,Hessen
09478165,Bad Staffelstein,96231,Landkreis Lichtenfels,Bayern
09475112,Bad Steben,95138,Landkreis Hof,Bayern
16071004,Bad Sulza,99518,Landkreis Weimarer Land,Thüringen
13073007,Bad Sülze,18334,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
16067064,Bad Tabarz,99891,Landkreis Gotha,Thüringen
08235084,Bad Teinach-Zavelstein,75385,Landkreis Calw,Baden-Württemberg
16064004,Bad Tennstedt,99955,Unstrut-Hainich-Kreis,Thüringen
09173112,Bad Tölz,83646,Landkreis Bad Tölz-Wolfratshausen,Bayern
08117007,Bad Überkingen,73337,Landkreis Göppingen,Baden-Württemberg
08415078,Bad Urach,72574,Landkreis Reutlingen,Baden-Württemberg
06440003,Bad Vilbel,61118,Wetteraukreis,Hessen
08436009,Bad Waldsee,88339,Landkreis Ravensburg,Baden-Württemberg
09182111,Bad Wiessee,83707,Landkreis Miesbach,Bayern
08235079,Bad Wildbad,75323,Landkreis Calw,Baden-Württemberg
06635003,Bad Wildungen,34537,Landkreis Waldeck-Frankenberg,Hessen
12070008,Bad Wilsnack,19336,Landkreis Prignitz,Brandenburg
08125007,Bad Wimpfen,74206,Landkreis Heilbronn,Baden-Württemberg
09575112,Bad Windsheim,91438,Landkreis Neustadt an der Aisch-Bad Windsheim,Bayern
09778116,Bad Wörishofen,86825,Landkreis Unterallgäu,Bayern
05774040,Bad Wünnenberg,33181,Kreis Paderborn,Nordrhein-Westfalen
08436010,Bad Wurzach,88410,Landkreis Ravensburg,Baden-Württemberg
06634027,Bad Zwesten,34596,Schwalm-Eder-Kreis,Hessen
03451002,Bad Zwischenahn,26160,Landkreis Ammerland,Niedersachsen
05334008,Baesweiler,52499,Städteregion Aachen,Nordrhein-Westfalen
08316002,Bahlingen,79353,Landkreis Emmendingen,Baden-Württemberg
03154001,Bahrdorf,38459,Landkreis Helmstedt,Niedersachsen
03251003,Bahrenborstel,27245,Landkreis Diepholz,Niedersachsen
01061006,Bahrenfleth,25569,Kreis Steinburg,Schleswig-Holstein
01060006,Bahrenhof,23845,Kreis Segeberg,Schleswig-Holstein
14628040,Bahretal,01819,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
08436011,Baienfurt,88255,Landkreis Ravensburg,Baden-Württemberg
09274118,Baierbach,84171,Landkreis Landshut,Bayern
09184113,Baierbrunn,82065,Landkreis München,Bayern
09175113,Baiern,85625,Landkreis Ebersberg,Bayern
08237004,Baiersbronn,72270,Landkreis Freudenstadt,Baden-Württemberg
09572115,Baiersdorf,91083,Landkreis Erlangen-Höchstadt,Bayern
08436012,Baindt,88255,Landkreis Ravensburg,Baden-Württemberg
09777114,Baisweil,87650,Landkreis Ostallgäu,Bayern
01053004,Bäk,23909,Kreis Herzogtum Lauenburg,Schleswig-Holstein
03460001,Bakum,49456,Landkreis Vechta,Niedersachsen
01053005,Bälau,23881,Kreis Herzogtum Lauenburg,Schleswig-Holstein
09780113,Balderschwang,87538,Landkreis Oberallgäu,Bayern
07235003,Baldringen,54314,Landkreis Trier-Saarburg,Rheinland-Pfalz
07141503,Balduinstein,65558,Rhein-Lahn-Kreis,Rheinland-Pfalz
07232203,Balesfeld,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
03256001,Balge,31609,Landkreis Nienburg/Weser,Niedersachsen
08327005,Balgheim,78582,Landkreis Tuttlingen,Baden-Württemberg
15084025,Balgstädt,06632,Burgenlandkreis,Sachsen-Anhalt
08417002,Balingen,72336,Zollernalbkreis,Baden-Württemberg
03359004,Balje,21730,Landkreis Stade,Niedersachsen
08425013,Ballendorf,89177,Alb-Donau-Kreis,Baden-Württemberg
15085040,Ballenstedt,06493,Landkreis Harz,Sachsen-Anhalt
16064005,Ballhausen,99955,Unstrut-Hainich-Kreis,Thüringen
08315008,Ballrechten-Dottingen,79282,Landkreis Breisgau-Hochschwarzwald,Baden-Württemberg
16071005,Ballstedt,99439,Landkreis Weimarer Land,Thüringen
13076003,Balow,19300,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
08116007,Baltmannsweiler,73666,Landkreis Esslingen,Baden-Württemberg
03452002,Baltrum,26579,Landkreis Aurich,Niedersachsen
05962008,Balve,58802,Märkischer Kreis,Nordrhein-Westfalen
09774115,Balzhausen,86483,Landkreis Günzburg,Bayern
08425140,Balzheim,88481,Alb-Donau-Kreis,Baden-Württemberg
09461000,Bamberg,96047,,Bayern
09461000,Bamberg,96049,,Bayern
09461000,Bamberg,96050,,Bayern
09461000,Bamberg,96052,,Bayern
08226006,Bammental,69245,Rhein-Neckar-Kreis,Baden-Württemberg
13075006,Bandelin,17506,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
13076004,Bandenitz,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
07335002,Bann,66851,Landkreis Kaiserslautern,Rheinland-Pfalz
07143003,Bannberscheid,56424,Westerwaldkreis,Rheinland-Pfalz
14628050,Bannewitz,01728,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
13076005,Banzkow,19079,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
07337006,Barbelroth,76889,Landkreis Südliche Weinstraße,Rheinland-Pfalz
09375117,Barbing,93092,Landkreis Regensburg,Bayern
15089026,Barby,39240,Salzlandkreis,Sachsen-Anhalt
15089026,Barby,39249,Salzlandkreis,Sachsen-Anhalt
16063004,Barchfeld-Immelborn,36456,Wartburgkreis,Thüringen
03355004,Bardowick,21357,Landkreis Lüneburg,Niedersachsen
07140006,Bärenbach,55483,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
07133008,Bärenbach,55758,Landkreis Bad Kreuznach,Rheinland-Pfalz
03251004,Barenburg,27245,Landkreis Diepholz,Niedersachsen
03355005,Barendorf,21397,Landkreis Lüneburg,Niedersachsen
14521060,Bärenstein,09471,Erzgebirgskreis,Sachsen
08327004,Bärenthal,78580,Landkreis Tuttlingen,Baden-Württemberg
01051004,Bargenstedt,25704,Kreis Dithmarschen,Schleswig-Holstein
01062005,Bargfeld-Stegen,23863,Kreis Stormarn,Schleswig-Holstein
13075007,Bargischow,17398,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
01058010,Bargstall,24806,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
03359005,Bargstedt,21698,Landkreis Stade,Niedersachsen
01058011,Bargstedt,24793,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
01062006,Bargteheide,22941,Kreis Stormarn,Schleswig-Holstein
01054010,Bargum,25842,Kreis Nordfriesland,Schleswig-Holstein
01060007,Bark,23826,Kreis Segeberg,Schleswig-Holstein
01058012,Barkelsby,24360,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
01051005,Barkenholm,25791,Kreis Dithmarschen,Schleswig-Holstein
13076006,Barkhagen,19395,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
15083040,Barleben,39179,Landkreis Börde,Sachsen-Anhalt
01051006,Barlt,25719,Kreis Dithmarschen,Schleswig-Holstein
01057002,Barmissen,24245,Kreis Plön,Schleswig-Holstein
01056002,Barmstedt,25355,Kreis Pinneberg,Schleswig-Holstein
